iter	Passed	Remaining
304	1002	2283
305	1004	2278
306	1007	2274
307	1010	2269
308	1012	2264
309	1015	2259
310	1017	2254
311	1020	2250
312	1023	2246
313	1026	2241
314	1028	2237
315	1031	2232
316	1034	2228
317	1036	2223
318	1039	2218
319	1042	2214
320	1044	2210
321	1047	2206
322	1050	2202
323	1053	2198
324	1056	2194
325	1059	2189
326	1062	2186
327	1065	2182
328	1067	2178
329	1070	2173
330	1073	2169
331	1076	2165
332	1079	2161
333	1083	2161
334	1086	2157
335	1089	2153
336	1092	2149
337	1094	2144
338	1097	2140
339	1100	2135
340	1102	2131
341	1105	2127
342	1108	2122
343	1110	2118
344	1113	2114
345	1115	2109
346	1118	2104
347	1120	2100
348	1123	2095
349	1127	2093
350	1129	2089
351	1132	2084
352	1134	2080
353	1137	2076
354	1140	2072
355	1143	2068
356	1146	2064
357	1148	2060
358	1151	2055
359	1154	2052
360	1157	2048
361	1160	2044
362	1163	2041
363	1165	2037
364	1168	2033
365	1171	2029
366	1174	2025
367	1177	2021
368	1179	2017
369	1182	2013
370	1184	2008
371	1187	2004
372	1189	2000
373	1192	1996
374	1195	1992
375	1197	1988
376	1200	1984
377	1203	1979
378	1206	1976
379	1208	1972
380	1211	1968
381	1214	1964
382	1217	1960
383	1220	1957
384	1223	1953
385	1225	1949
386	1228	1946
387	1231	1942
388	1233	1937
389	1236	1933
390	1239	1929
391	1241	1925
392	1244	1922
393	1247	1918
394	1249	1914
395	1252	1910
396	1255	1907
397	1258	1903
398	1261	1900
399	1264	1896
400	1267	1892
401	1270	1889
402	1273	1886
403	1276	1882
404	1278	1879
405	1281	1875
406	1284	1872
407	1287	1868
408	1290	1865
409	1293	1861
410	1296	1858
411	1299	1854
412	1302	1851
413	1305	1847
414	1308	1843
415	1310	1840
416	1313	1836
417	1316	1833
418	1319	1829
419	1322	1826
420	1325	1823
421	1328	1819
422	1331	1816
423	1334	1813
424	1337	1809
425	1340	1806
426	1343	1803
427	1347	1800
428	1350	1797
429	1353	1794
430	1357	1791
431	1360	1788
432	1363	1786
433	1367	1783
434	1370	1779
435	1373	1776
436	1376	1773
437	1380	1770
438	1383	1767
439	1386	1764
440	1389	1761
441	1393	1758
442	1396	1755
443	1399	1752
444	1402	1749
445	1406	1746
446	1409	1743
447	1412	1740
448	1416	1737
449	1419	1735
450	1422	1732
451	1426	1729
452	1429	1725
453	1432	1722
454	1435	1719
455	1439	1716
456	1442	1713
457	1445	1710
458	1448	1707
459	1452	1704
460	1455	1701
461	1458	1697
462	1461	1695
463	1464	1691
464	1467	1688
465	1470	1685
466	1474	1682
467	1477	1679
468	1480	1675
469	1483	1672
470	1487	1670
471	1491	1667
472	1494	1664
473	1497	1661
474	1500	1658
475	1504	1656
476	1507	1653
477	1511	1650
478	1514	1647
479	1517	1644
480	1521	1641
481	1524	1638
482	1527	1635
483	1531	1632
484	1535	1630
485	1539	1628
486	1543	1626
487	1547	1623
488	1551	1621
489	1554	1618
490	1557	1614
491	1560	1611
492	1563	1607
493	1566	1604
494	1569	1600
495	1572	1597
496	1575	1594
497	1578	1591
498	1581	1587
499	1584	1584
500	1587	1581
501	1590	1578
502	1594	1575
503	1597	1571
504	1600	1568
505	1604	1565
506	1607	1563
507	1611	1560
508	1614	1557
509	1617	1554
510	1620	1550
511	1623	1547
512	1626	1543
513	1629	1540
514	1632	1537
515	1635	1534
516	1638	1530
517	1642	1528
518	1646	1525
519	1650	1523
520	1653	1520
521	1656	1517
522	1659	1513
523	1662	1510
524	1665	1506
525	1668	1503
526	1671	1500
527	1674	1496
528	1677	1493
529	1680	1490
530	1683	1486
531	1686	1483
532	1689	1480
533	1692	1477
534	1695	1473
535	1698	1470
536	1701	1467
537	1704	1463
538	1707	1460
539	1710	1457
540	1713	1453
541	1716	1450
542	1719	1447
543	1722	1444
544	1725	1440
545	1729	1437
546	1731	1434
547	1734	1431
548	1740	1429
549	1744	1427
550	1751	1427
551	1756	1425
552	1760	1422
553	1764	1420
554	1768	1418
555	1771	1414
556	1775	1411
557	1779	1409
558	1783	1406
559	1786	1403
560	1789	1400
561	1793	1397
562	1797	1395
563	1800	1392
564	1803	1388
565	1806	1385
566	1810	1382
567	1813	1379
568	1816	1376
569	1819	1372
570	1823	1369
571	1827	1367
572	1830	1364
573	1833	1360
574	1836	1357
575	1839	1354
576	1843	1351
577	1847	1348
578	1850	1345
579	1853	1342
580	1858	1340
581	1861	1337
582	1864	1333
583	1867	1330
584	1870	1327
585	1874	1324
586	1877	1320
587	1880	1317
588	1883	1313
589	1886	1310
590	1894	1311
591	1897	1307
592	1899	1303
593	1902	1300
594	1905	1297
595	1909	1294
596	1911	1290
597	1914	1286
598	1917	1283
599	1920	1280
600	1924	1277
601	1927	1274
602	1930	1270
603	1933	1267
604	1937	1264
605	1941	1261
606	1944	1258
607	1947	1255
608	1950	1252
609	1954	1249
610	1957	1246
611	1961	1243
612	1964	1240
613	1967	1236
614	1971	1233
615	1974	1230
616	1978	1227
617	1981	1224
618	1985	1221
619	1989	1219
620	1993	1216
621	1996	1213
622	2000	1210
623	2003	1207
624	2006	1203
625	2009	1200
626	2012	1197
627	2016	1194
628	2020	1191
629	2023	1188
630	2028	1186
631	2031	1183
632	2035	1180
633	2039	1177
634	2042	1174
635	2045	1170
636	2049	1167
637	2053	1164
638	2056	1161
639	2059	1158
640	2063	1155
641	2067	1152
642	2070	1149
643	2073	1146
644	2076	1142
645	2080	1139
646	2083	1136
647	2087	1133
648	2090	1130
649	2093	1127
650	2097	1124
651	2100	1121
652	2103	1118
653	2106	1114
654	2109	1111
655	2113	1108
656	2116	1104
657	2119	1101
658	2122	1098
659	2125	1095
660	2128	1091
661	2132	1088
662	2135	1085
663	2138	1081
664	2141	1078
665	2144	1075
666	2148	1072
667	2150	1069
668	2154	1065
669	2157	1062
670	2160	1059
671	2163	1055
672	2166	1052
673	2169	1049
674	2171	1045
675	2174	1042
676	2177	1038
677	2180	1035
678	2183	1032
679	2186	1028
680	2189	1025
681	2191	1022
682	2194	1018
683	2197	1015
684	2200	1012
685	2203	1008
686	2208	1006
687	2213	1003
688	2218	1001
689	2224	999
690	2230	997
691	2236	995
692	2241	993
693	2246	990
694	2249	987
695	2252	983
696	2255	980
697	2260	978
698	2263	974
699	2266	971
700	2269	968
701	2274	965
702	2277	962
703	2280	958
704	2283	955
705	2286	952
706	2290	949
707	2293	945
708	2295	942
709	2298	938
710	2302	935
711	2306	933
712	2310	929
713	2313	926
714	2315	923
715	2318	919
716	2322	916
717	2325	913
718	2328	910
719	2331	906
720	2335	903
721	2339	900
722	2342	897
723	2344	893
724	2348	890
725	2351	887
726	2355	884
727	2358	881
728	2362	878
729	2365	874
730	2369	871
731	2372	868
732	2375	865
733	2378	862
734	2381	858
735	2385	855
736	2389	852
737	2392	849
738	2396	846
739	2399	843
740	2403	840
741	2406	836
742	2409	833
743	2412	830
744	2416	827
745	2419	823
746	2422	820
747	2426	817
748	2429	814
749	2433	811
750	2436	807
751	2439	804
752	2442	801
753	2445	797
754	2448	794
755	2452	791
756	2455	788
757	2458	784
758	2461	781
759	2465	778
760	2468	775
761	2471	772
762	2474	768
763	2477	765
764	2481	762
765	2484	758
766	2487	755
767	2489	752
768	2492	748
769	2496	745
770	2499	742
771	2503	739
772	2507	736
773	2510	733
774	2513	729
775	2516	726
776	2519	723
777	2521	719
778	2524	716
779	2527	712
780	2530	709
781	2533	706
782	2536	702
783	2539	699
784	2542	696
785	2545	693
786	2548	689
787	2551	686
788	2554	683
789	2557	679
790	2560	676
791	2564	673
792	2567	670
793	2570	666
794	2573	663
795	2576	660
796	2579	657
797	2582	653
798	2585	650
799	2588	647
800	2591	643
801	2594	640
802	2597	637
803	2600	634
804	2603	630
805	2606	627
806	2609	624
807	2612	620
808	2615	617
809	2618	614
810	2622	611
811	2625	607
812	2628	604
813	2631	601
814	2634	597
815	2637	594
816	2641	591
817	2644	588
818	2648	585
819	2651	582
820	2654	578
821	2657	575
822	2660	572
823	2663	568
824	2667	565
825	2670	562
826	2673	559
827	2676	556
828	2680	552
829	2683	549
830	2686	546
831	2689	543
832	2692	539
833	2695	536
834	2698	533
835	2701	529
836	2704	526
837	2706	523
838	2710	520
839	2713	516
840	2716	513
841	2719	510
842	2722	506
843	2725	503
844	2728	500
845	2731	497
846	2734	493
847	2737	490
848	2740	487
849	2743	484
850	2746	480
851	2749	477
852	2752	474
853	2755	471
854	2758	467
855	2761	464
856	2764	461
857	2768	458
858	2771	454
859	2774	451
860	2776	448
861	2780	445
862	2783	441
863	2786	438
864	2789	435
865	2792	432
866	2795	428
867	2798	425
868	2801	422
869	2804	419
870	2807	415
871	2810	412
872	2813	409
873	2817	406
874	2820	402
875	2823	399
876	2826	396
877	2829	393
878	2832	389
879	2835	386
880	2838	383
881	2841	380
882	2844	376
883	2847	373
884	2850	370
885	2853	367
886	2857	363
887	2860	360
